func_name,hash_input,hash_output,duration(ms)
/guest/recommendation,-106704456,648739474,10
/guest/recommendation,-106704456,-1168083599,48
/guest/geo,-106704456,37880100,47
/guest/geo,-106704456,1906635203,51
/guest/recommendation,-106704456,375204452,18
/guest/geo,-106704456,-468435271,49
/guest/geo,-106704456,919960165,59
/guest/geo,-106704456,-468435271,48
/guest/geo,-106704456,37880100,59
/guest/geo,-106704456,-468435271,50
/guest/recommendation,-106704456,648739474,17
/guest/recommendation,-106704456,375204452,14
/guest/recommendation,-106704456,-1001877251,45
/guest/recommendation,-106704456,648739474,15
/guest/recommendation,-106704456,375204452,12
/guest/recommendation,-106704456,648739474,9
/guest/recommendation,-106704456,375204452,10
/guest/recommendation,-106704456,-1001877251,85
/guest/recommendation,-106704456,-1001877251,52
/guest/geo,-106704456,-468435271,56
/guest/recommendation,-106704456,375204452,12
/guest/geo,-106704456,-1098953652,54
/guest/recommendation,-106704456,648739474,15
/guest/geo,-106704456,919960165,61
/guest/geo,-106704456,-1098953652,50
/guest/geo,-106704456,1906635203,54
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,-18367318,65
/guest/geo,-106704456,1906635203,52
/guest/geo,-106704456,-1098953652,70
/guest/geo,-106704456,1906635203,60
/guest/recommendation,-106704456,648739474,9
/guest/geo,-106704456,-18367318,53
/guest/recommendation,-106704456,-1168083599,56
/guest/geo,-106704456,919960165,46
/guest/geo,-106704456,1906635203,50
/guest/geo,-106704456,1906635203,79
/guest/recommendation,-106704456,-1001877251,53
/guest/recommendation,-106704456,-1168083599,68
/guest/recommendation,-106704456,648739474,12
/guest/geo,-106704456,37880100,52
/guest/recommendation,-106704456,375204452,13
/guest/geo,-106704456,919960165,67
/guest/recommendation,-106704456,648739474,8
/guest/geo,-106704456,919960165,60
/guest/geo,-106704456,919960165,62
/guest/recommendation,-106704456,375204452,12
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,919960165,63
/guest/geo,-106704456,1906635203,46
/guest/geo,-106704456,1680152755,56
/guest/geo,-106704456,-468435271,51
/guest/recommendation,-106704456,-1001877251,52
/guest/geo,-106704456,919960165,56
/guest/recommendation,-106704456,-1168083599,49
/guest/geo,-106704456,-468435271,55
/guest/recommendation,-106704456,375204452,19
/guest/geo,-106704456,1906635203,44
/guest/recommendation,-106704456,648739474,10
/guest/recommendation,-106704456,-1168083599,61
/guest/recommendation,-106704456,375204452,14
/guest/recommendation,-106704456,648739474,15
/guest/recommendation,-106704456,375204452,8
/guest/recommendation,-106704456,648739474,14
/guest/geo,-106704456,-1098953652,52
/guest/recommendation,-106704456,648739474,7
/guest/geo,-106704456,1906635203,54
/guest/geo,-106704456,37880100,54
/guest/geo,-106704456,1680152755,44
/guest/recommendation,-106704456,648739474,16
/guest/geo,-106704456,1906635203,54
/guest/geo,-106704456,-1098953652,59
/guest/geo,-106704456,1906635203,48
/guest/geo,-106704456,-2040110948,54
/guest/geo,-106704456,919960165,52
/guest/geo,-106704456,-468435271,51
/guest/geo,-106704456,-468435271,45
/guest/geo,-106704456,-468435271,52
/guest/recommendation,-106704456,375204452,11
/guest/geo,-106704456,-468435271,53
/guest/geo,-106704456,1906635203,54
/guest/geo,-106704456,919960165,54
/guest/geo,-106704456,37880100,50
/guest/recommendation,-106704456,-1001877251,311
/guest/geo,-106704456,1906635203,46
/guest/geo,-106704456,-468435271,52
/guest/geo,-106704456,1906635203,57
/guest/geo,-106704456,-2040110948,45
/guest/geo,-106704456,37880100,53
/guest/geo,-106704456,-1098953652,52
/guest/geo,-106704456,1906635203,52
/guest/recommendation,-106704456,648739474,8
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,1906635203,40
/guest/geo,-106704456,-468435271,53
/guest/geo,-106704456,1906635203,50
/guest/geo,-106704456,919960165,55
/guest/geo,-106704456,37880100,57
/guest/geo,-106704456,919960165,61
/guest/geo,-106704456,-1098953652,66
/guest/geo,-106704456,-1098953652,47
/guest/geo,-106704456,919960165,50
/guest/geo,-106704456,1906635203,55
/guest/geo,-106704456,37880100,52
/guest/geo,-106704456,37880100,49
/guest/geo,-106704456,37880100,46
/guest/recommendation,-106704456,375204452,9
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,-18367318,62
/guest/geo,-106704456,1906635203,56
/guest/geo,-106704456,37880100,52
/guest/geo,-106704456,1906635203,55
/guest/geo,-106704456,-468435271,45
/guest/geo,-106704456,-468435271,44
/guest/geo,-106704456,-1098953652,88
/guest/geo,-106704456,37880100,57
/guest/geo,-106704456,-468435271,55
/guest/geo,-106704456,37880100,46
/guest/recommendation,-106704456,-1168083599,47
/guest/geo,-106704456,-1098953652,55
/guest/recommendation,-106704456,-1923319007,58
/guest/geo,-106704456,37880100,60
/guest/recommendation,-106704456,-1168083599,50
/guest/recommendation,-106704456,648739474,16
/guest/geo,-106704456,919960165,51
/guest/geo,-106704456,-468435271,45
/guest/geo,-106704456,-2040110948,58
/guest/recommendation,-106704456,375204452,17
/guest/geo,-106704456,-1098953652,43
/guest/geo,-106704456,919960165,46
/guest/geo,-106704456,37880100,43
/guest/geo,-106704456,-468435271,53
/guest/geo,-106704456,1906635203,60
/guest/geo,-106704456,-468435271,60
/guest/geo,-106704456,-468435271,52
/guest/geo,-106704456,-468435271,57
/guest/recommendation,-106704456,-1923319007,61
/guest/recommendation,-106704456,375204452,12
/guest/recommendation,-106704456,375204452,18
/guest/geo,-106704456,919960165,63
/guest/recommendation,-106704456,-1168083599,55
/guest/recommendation,-106704456,-1168083599,57
/guest/geo,-106704456,-1098953652,55
/guest/geo,-106704456,37880100,51
/guest/recommendation,-106704456,375204452,8
/guest/geo,-106704456,1906635203,54
/guest/geo,-106704456,1906635203,69
/guest/geo,-106704456,37880100,47
/guest/geo,-106704456,919960165,49
/guest/geo,-106704456,1906635203,67
/guest/recommendation,-106704456,-1168083599,70
/guest/geo,-106704456,1680152755,79
/guest/recommendation,-106704456,375204452,17
/guest/geo,-106704456,-468435271,54
/guest/geo,-106704456,-1098953652,61
/guest/geo,-106704456,1906635203,54
/guest/geo,-106704456,1680152755,48
/guest/recommendation,-106704456,375204452,8
/guest/geo,-106704456,919960165,61
/guest/recommendation,-106704456,375204452,9
/guest/geo,-106704456,919960165,48
/guest/recommendation,-106704456,375204452,18
/guest/recommendation,-106704456,648739474,9
/guest/geo,-106704456,1906635203,50
/guest/geo,-106704456,919960165,73
/guest/geo,-106704456,919960165,54
/guest/recommendation,-106704456,375204452,14
/guest/geo,-106704456,919960165,41
/guest/geo,-106704456,1680152755,56
/guest/geo,-106704456,-1098953652,60
/guest/geo,-106704456,-18367318,53
/guest/geo,-106704456,919960165,44
/guest/geo,-106704456,1906635203,50
/guest/geo,-106704456,1906635203,56
/guest/recommendation,-106704456,375204452,11
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,919960165,64
/guest/geo,-106704456,-1098953652,51
/guest/geo,-106704456,-18367318,46
/guest/geo,-106704456,-468435271,75
/guest/recommendation,-106704456,-1168083599,56
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,1680152755,51
/guest/geo,-106704456,-2040110948,50
/guest/recommendation,-106704456,-1001877251,52
/guest/recommendation,-106704456,648739474,14
/guest/recommendation,-106704456,375204452,8
/guest/geo,-106704456,1906635203,55
/guest/geo,-106704456,1680152755,59
/guest/geo,-106704456,1906635203,52
/guest/recommendation,-106704456,375204452,11
/guest/geo,-106704456,919960165,61
/guest/geo,-106704456,-468435271,51
/guest/geo,-106704456,1906635203,58
/guest/geo,-106704456,1906635203,59
/guest/recommendation,-106704456,-1168083599,45
/guest/geo,-106704456,-468435271,69
/guest/geo,-106704456,1906635203,69
/guest/geo,-106704456,37880100,55
/guest/geo,-106704456,-468435271,46
/guest/recommendation,-106704456,-1001877251,55
/guest/geo,-106704456,919960165,52
/guest/recommendation,-106704456,375204452,10
/guest/recommendation,-106704456,375204452,7
/guest/geo,-106704456,919960165,48
/guest/recommendation,-106704456,-1168083599,50
/guest/geo,-106704456,1906635203,51
/guest/geo,-106704456,919960165,54
/guest/geo,-106704456,37880100,43
/guest/geo,-106704456,37880100,49
/guest/geo,-106704456,-18367318,53
/guest/recommendation,-106704456,-1168083599,50
/guest/geo,-106704456,1906635203,41
/guest/geo,-106704456,1906635203,50
/guest/geo,-106704456,1906635203,57
/guest/geo,-106704456,-2040110948,57
/guest/recommendation,-106704456,375204452,12
/guest/recommendation,-106704456,648739474,18
/guest/geo,-106704456,-18367318,56
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,-468435271,65
/guest/recommendation,-106704456,375204452,8
/guest/geo,-106704456,919960165,42
/guest/geo,-106704456,919960165,54
/guest/geo,-106704456,-2040110948,57
/guest/geo,-106704456,-2040110948,44
/guest/geo,-106704456,-468435271,55
/guest/recommendation,-106704456,-1923319007,60
/guest/geo,-106704456,-468435271,53
/guest/geo,-106704456,-468435271,61
/guest/recommendation,-106704456,-1168083599,47
/guest/geo,-106704456,-468435271,46
/guest/recommendation,-106704456,-1168083599,62
/guest/geo,-106704456,37880100,51
/guest/geo,-106704456,-1098953652,52
/guest/geo,-106704456,-2040110948,59
/guest/recommendation,-106704456,-1001877251,63
/guest/recommendation,-106704456,375204452,15
/guest/geo,-106704456,37880100,56
/guest/recommendation,-106704456,648739474,17
/guest/geo,-106704456,-1098953652,56
/guest/geo,-106704456,37880100,55
/guest/geo,-106704456,1906635203,70
/guest/geo,-106704456,1680152755,60
/guest/geo,-106704456,1906635203,47
/guest/geo,-106704456,37880100,47
/guest/geo,-106704456,919960165,53
/guest/recommendation,-106704456,375204452,10
/guest/recommendation,-106704456,648739474,15
/guest/recommendation,-106704456,648739474,14
/guest/geo,-106704456,1906635203,48
/guest/geo,-106704456,37880100,53
/guest/recommendation,-106704456,375204452,9
/guest/recommendation,-106704456,648739474,13
/guest/geo,-106704456,37880100,56
/guest/geo,-106704456,1906635203,64
/guest/recommendation,-106704456,375204452,14
/guest/recommendation,-106704456,375204452,10
/guest/recommendation,-106704456,-1001877251,58
/guest/recommendation,-106704456,375204452,8
/guest/geo,-106704456,-2040110948,63
/guest/geo,-106704456,-468435271,49
/guest/geo,-106704456,1906635203,50
/guest/recommendation,-106704456,375204452,9
/guest/geo,-106704456,1906635203,65
/guest/recommendation,-106704456,-1923319007,58
/guest/geo,-106704456,1906635203,53
/guest/geo,-106704456,-2040110948,54
/guest/recommendation,-106704456,648739474,10
/guest/geo,-106704456,37880100,55
/guest/recommendation,-106704456,-569114016,50
/guest/geo,-106704456,1906635203,49
/guest/geo,-106704456,-2040110948,50
/guest/geo,-106704456,-468435271,74
/guest/geo,-106704456,37880100,58
/guest/geo,-106704456,37880100,52
/guest/geo,-106704456,-468435271,49
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,-1098953652,54
/guest/recommendation,-106704456,2112574421,56
/guest/geo,-106704456,1906635203,58
/guest/recommendation,-106704456,2112574421,54
/guest/geo,-106704456,1906635203,66
/guest/geo,-106704456,37880100,56
/guest/recommendation,-106704456,-1168083599,53
/guest/geo,-106704456,37880100,56
/guest/geo,-106704456,1906635203,51
/guest/recommendation,-106704456,648739474,11
/guest/geo,-106704456,-468435271,54
/guest/geo,-106704456,37880100,53
/guest/geo,-106704456,-2040110948,59
/guest/recommendation,-106704456,375204452,8
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,-468435271,54
/guest/recommendation,-106704456,648739474,13
/guest/geo,-106704456,919960165,57
/guest/recommendation,-106704456,2112574421,55
/guest/geo,-106704456,-468435271,72
/guest/geo,-106704456,37880100,54
/guest/recommendation,-106704456,648739474,14
/guest/recommendation,-106704456,375204452,12
/guest/geo,-106704456,-1098953652,52
/guest/geo,-106704456,-2040110948,47
/guest/geo,-106704456,1680152755,52
/guest/geo,-106704456,1906635203,54
/guest/geo,-106704456,-1098953652,50
/guest/recommendation,-106704456,648739474,8
/guest/geo,-106704456,919960165,59
/guest/geo,-106704456,37880100,52
/guest/recommendation,-106704456,648739474,7
/guest/recommendation,-106704456,2112574421,47
/guest/geo,-106704456,919960165,51
/guest/geo,-106704456,-468435271,49
/guest/geo,-106704456,-1098953652,56
/guest/geo,-106704456,1680152755,54
/guest/recommendation,-106704456,375204452,16
/guest/recommendation,-106704456,375204452,11
/guest/geo,-106704456,-468435271,569
/guest/geo,-106704456,37880100,45
/guest/geo,-106704456,1906635203,70
/guest/recommendation,-106704456,648739474,11
/guest/recommendation,-106704456,-1001877251,49
/guest/geo,-106704456,-1098953652,53
/guest/geo,-106704456,1906635203,40
/guest/geo,-106704456,1906635203,55
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,37880100,47
/guest/geo,-106704456,1906635203,58
/guest/geo,-106704456,-2040110948,56
/guest/geo,-106704456,919960165,48
/guest/recommendation,-106704456,375204452,10
/guest/recommendation,-106704456,648739474,11
/guest/geo,-106704456,919960165,46
/guest/geo,-106704456,1906635203,62
/guest/geo,-106704456,919960165,45
/guest/recommendation,-106704456,-1001877251,44
/guest/recommendation,-106704456,375204452,7
/guest/geo,-106704456,37880100,45
/guest/geo,-106704456,-1098953652,45
/guest/geo,-106704456,919960165,53
/guest/recommendation,-106704456,-1001877251,59
/guest/recommendation,-106704456,375204452,11
/guest/recommendation,-106704456,2112574421,44
/guest/recommendation,-106704456,648739474,13
/guest/recommendation,-106704456,648739474,15
/guest/recommendation,-106704456,375204452,16
/guest/geo,-106704456,1906635203,60
/guest/geo,-106704456,919960165,46
/guest/geo,-106704456,1680152755,51
/guest/geo,-106704456,919960165,50
/guest/geo,-106704456,-468435271,44
/guest/recommendation,-106704456,-1168083599,60
/guest/geo,-106704456,-1098953652,53
/guest/geo,-106704456,1680152755,47
/guest/recommendation,-106704456,648739474,8
/guest/geo,-106704456,1906635203,45
/guest/geo,-106704456,-18367318,63
/guest/recommendation,-106704456,648739474,8
/guest/geo,-106704456,-468435271,51
/guest/geo,-106704456,919960165,60
/guest/geo,-106704456,-468435271,54
/guest/geo,-106704456,919960165,55
/guest/geo,-106704456,919960165,56
/guest/recommendation,-106704456,648739474,14
/guest/geo,-106704456,1906635203,52
/guest/recommendation,-106704456,-1168083599,58
/guest/recommendation,-106704456,375204452,12
/guest/geo,-106704456,1906635203,57
/guest/geo,-106704456,1906635203,50
/guest/geo,-106704456,-2040110948,61
/guest/recommendation,-106704456,648739474,14
/guest/recommendation,-106704456,-1001877251,65
/guest/geo,-106704456,-1098953652,64
/guest/recommendation,-106704456,375204452,8
/guest/recommendation,-106704456,375204452,10
/guest/recommendation,-106704456,375204452,13
/guest/recommendation,-106704456,648739474,11
/guest/geo,-106704456,-468435271,55
/guest/geo,-106704456,1906635203,48
/guest/geo,-106704456,1906635203,61
/guest/geo,-106704456,37880100,45
/guest/recommendation,-106704456,375204452,12
/guest/recommendation,-106704456,-1923319007,60
/guest/geo,-106704456,919960165,88
/guest/geo,-106704456,-468435271,92
/guest/geo,-106704456,-18367318,49
/guest/geo,-106704456,-1098953652,49
/guest/geo,-106704456,919960165,57
/guest/geo,-106704456,-468435271,63
/guest/recommendation,-106704456,375204452,14
/guest/geo,-106704456,919960165,51
/guest/geo,-106704456,-468435271,47
/guest/geo,-106704456,-468435271,55
/guest/recommendation,-106704456,648739474,14
/guest/geo,-106704456,-468435271,58
/guest/recommendation,-106704456,648739474,11
/guest/geo,-106704456,37880100,55
/guest/geo,-106704456,-18367318,70
/guest/geo,-106704456,37880100,54
/guest/recommendation,-106704456,648739474,8
/guest/geo,-106704456,-468435271,53
/guest/recommendation,-106704456,-1001877251,62
/guest/recommendation,-106704456,-1001877251,67
/guest/geo,-106704456,-468435271,52
/guest/geo,-106704456,-468435271,57
/guest/geo,-106704456,37880100,48
/guest/recommendation,-106704456,375204452,13
/guest/geo,-106704456,1906635203,50
/guest/recommendation,-106704456,-1168083599,71
/guest/recommendation,-106704456,375204452,15
/guest/geo,-106704456,-468435271,51
/guest/recommendation,-106704456,375204452,11
/guest/geo,-106704456,-2040110948,59
/guest/recommendation,-106704456,-1001877251,49
/guest/geo,-106704456,-468435271,50
/guest/recommendation,-106704456,-1001877251,44
/guest/recommendation,-106704456,-1001877251,58
/guest/geo,-106704456,1906635203,53
/guest/geo,-106704456,-1098953652,55
/guest/geo,-106704456,37880100,47
/guest/geo,-106704456,-2040110948,59
/guest/geo,-106704456,-2040110948,56
/guest/recommendation,-106704456,-1168083599,50
/guest/recommendation,-106704456,375204452,11
/guest/geo,-106704456,-1098953652,54
/guest/recommendation,-106704456,2112574421,62
/guest/geo,-106704456,919960165,54
/guest/geo,-106704456,919960165,50
/guest/recommendation,-106704456,2112574421,43
/guest/recommendation,-106704456,2112574421,47
/guest/geo,-106704456,1906635203,57
/guest/geo,-106704456,919960165,52
/guest/geo,-106704456,-468435271,50
/guest/geo,-106704456,-18367318,51
/guest/geo,-106704456,919960165,54
/guest/geo,-106704456,1680152755,49
/guest/recommendation,-106704456,648739474,10
/guest/recommendation,-106704456,648739474,11
/guest/geo,-106704456,37880100,42
/guest/recommendation,-106704456,648739474,14
/guest/geo,-106704456,-1098953652,56
/guest/recommendation,-106704456,-1168083599,80
/guest/geo,-106704456,-468435271,51
/guest/recommendation,-106704456,375204452,12
/guest/geo,-106704456,-1098953652,50
/guest/geo,-106704456,-468435271,59
/guest/geo,-106704456,37880100,70
/guest/geo,-106704456,-2040110948,48
/guest/recommendation,-106704456,2112574421,52
/guest/geo,-106704456,37880100,46
/guest/geo,-106704456,919960165,46
/guest/geo,-106704456,1680152755,55
/guest/geo,-106704456,-2040110948,57
/guest/recommendation,-106704456,375204452,12
/guest/user,-106704456,-1299454280,29
/guest/geo,-106704456,919960165,53
/guest/recommendation,-106704456,375204452,15
/guest/recommendation,-106704456,375204452,9
/guest/geo,-106704456,-1098953652,59
/guest/geo,-106704456,919960165,56
/guest/geo,-106704456,-468435271,55
/guest/recommendation,-106704456,648739474,9
/guest/recommendation,-106704456,2112574421,52
/guest/geo,-106704456,37880100,49
/guest/geo,-106704456,1906635203,51
/guest/geo,-106704456,-1098953652,56
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,-1098953652,75
/guest/recommendation,-106704456,375204452,10
/guest/recommendation,-106704456,375204452,14
/guest/geo,-106704456,37880100,57
/guest/recommendation,-106704456,-1001877251,50
/guest/recommendation,-106704456,648739474,13
/guest/geo,-106704456,1906635203,62
/guest/geo,-106704456,919960165,45
/guest/geo,-106704456,-1239133717,55
/guest/geo,-106704456,919960165,48
/guest/recommendation,-106704456,-1168083599,49
/guest/geo,-106704456,-2040110948,53
/guest/geo,-106704456,1906635203,58
/guest/geo,-106704456,919960165,51
/guest/geo,-106704456,-2040110948,54
/guest/recommendation,-106704456,375204452,8
/guest/geo,-106704456,-468435271,43
/guest/geo,-106704456,-468435271,53
/guest/geo,-106704456,-2040110948,50
/guest/recommendation,-106704456,-1001877251,55
/guest/recommendation,-106704456,648739474,8
/guest/geo,-106704456,1906635203,58
/guest/geo,-106704456,-468435271,61
/guest/geo,-106704456,1680152755,54
/guest/geo,-106704456,-2044946528,55
/guest/geo,-106704456,-1098953652,49
/guest/recommendation,-106704456,648739474,9
/guest/geo,-106704456,919960165,53
/guest/recommendation,-106704456,-1923319007,62
/guest/geo,-106704456,37880100,54
/guest/recommendation,-106704456,-1923319007,57
/guest/geo,-106704456,-468435271,54
/guest/recommendation,-106704456,-1923319007,56
/guest/recommendation,-106704456,-1168083599,51
/guest/geo,-106704456,919960165,54
/guest/geo,-106704456,919960165,68
/guest/geo,-106704456,37880100,53
/guest/recommendation,-106704456,648739474,11
/guest/recommendation,-106704456,375204452,14
/guest/recommendation,-106704456,648739474,15
/guest/geo,-106704456,919960165,54
/guest/recommendation,-106704456,648739474,9
/guest/geo,-106704456,37880100,56
/guest/recommendation,-106704456,375204452,11
/guest/recommendation,-106704456,375204452,13
/guest/recommendation,-106704456,-1001877251,57
/guest/geo,-106704456,37880100,57
/guest/recommendation,-106704456,-1001877251,52
/guest/geo,-106704456,-468435271,53
/guest/geo,-106704456,-1098953652,52
/guest/geo,-106704456,-468435271,46
/guest/geo,-106704456,-468435271,54
/guest/geo,-106704456,-468435271,56
/guest/geo,-106704456,-1098953652,43
/guest/geo,-106704456,1906635203,48
/guest/geo,-106704456,-2040110948,58
/guest/geo,-106704456,-468435271,61
/guest/recommendation,-106704456,-1001877251,45
/guest/recommendation,-106704456,-1001877251,49
/guest/recommendation,-106704456,375204452,17
/guest/recommendation,-106704456,375204452,13
/guest/geo,-106704456,1906635203,71
/guest/recommendation,-106704456,-1923319007,55
/guest/recommendation,-106704456,375204452,13
/guest/geo,-106704456,1906635203,51
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,37880100,59
/guest/recommendation,-106704456,-1168083599,78
/guest/recommendation,-106704456,-1168083599,52
/guest/user,-106704456,-1299454280,22
/guest/recommendation,-106704456,648739474,16
/guest/geo,-106704456,919960165,53
/guest/geo,-106704456,-468435271,50
/guest/geo,-106704456,1906635203,56
/guest/geo,-106704456,-468435271,50
/guest/geo,-106704456,-468435271,64
/guest/geo,-106704456,37880100,47
/guest/geo,-106704456,-2040110948,46
/guest/recommendation,-106704456,375204452,15
/guest/recommendation,-106704456,375204452,19
/guest/recommendation,-106704456,648739474,12
/guest/recommendation,-106704456,648739474,15
/guest/geo,-106704456,1680152755,51
/guest/geo,-106704456,-468435271,56
/guest/recommendation,-106704456,648739474,15
/guest/geo,-106704456,-468435271,64
/guest/recommendation,-106704456,-1923319007,55
/guest/recommendation,-106704456,375204452,14
/guest/recommendation,-106704456,648739474,10
/guest/geo,-106704456,1906635203,53
/guest/recommendation,-106704456,375204452,10
/guest/geo,-106704456,-2040110948,41
/guest/recommendation,-106704456,648739474,13
/guest/geo,-106704456,-1098953652,51
/guest/user,-106704456,-1299454280,30
/guest/recommendation,-106704456,375204452,15
/guest/geo,-106704456,1906635203,58
/guest/recommendation,-106704456,-1001877251,46
/guest/recommendation,-106704456,648739474,9
/guest/geo,-106704456,-1098953652,64
/guest/geo,-106704456,1906635203,52
/guest/geo,-106704456,1906635203,49
/guest/recommendation,-106704456,375204452,15
/guest/geo,-106704456,1680152755,59
/guest/geo,-106704456,919960165,54
/guest/recommendation,-106704456,375204452,20
/guest/recommendation,-106704456,648739474,12
/guest/recommendation,-106704456,648739474,12
/guest/recommendation,-106704456,375204452,13
/guest/recommendation,-106704456,-1168083599,56
/guest/geo,-106704456,-468435271,56
/guest/recommendation,-106704456,648739474,8
/guest/geo,-106704456,1906635203,49
/guest/geo,-106704456,1906635203,45
/guest/recommendation,-106704456,648739474,11
/guest/recommendation,-106704456,-1168083599,57
/guest/geo,-106704456,-1098953652,56
/guest/recommendation,-106704456,375204452,14
/guest/geo,-106704456,1680152755,54
/guest/geo,-106704456,-2040110948,53
/guest/geo,-106704456,37880100,53
/guest/geo,-106704456,-2040110948,51
/guest/recommendation,-106704456,648739474,11
/guest/recommendation,-106704456,375204452,9
/guest/recommendation,-106704456,648739474,14
/guest/geo,-106704456,-1098953652,54
/guest/recommendation,-106704456,648739474,15
/guest/recommendation,-106704456,-1168083599,54
/guest/geo,-106704456,-1098953652,55
/guest/geo,-106704456,1906635203,51
/guest/recommendation,-106704456,-1168083599,66
/guest/recommendation,-106704456,375204452,7
/guest/geo,-106704456,1906635203,52
/guest/geo,-106704456,37880100,51
/guest/geo,-106704456,-468435271,48
/guest/geo,-106704456,1906635203,51
/guest/geo,-106704456,37880100,55
/guest/geo,-106704456,1906635203,50
/guest/recommendation,-106704456,648739474,11
/guest/recommendation,-106704456,-1001877251,64
/guest/geo,-106704456,-2040110948,53
/guest/geo,-106704456,1906635203,44
/guest/recommendation,-106704456,648739474,19
/guest/geo,-106704456,-468435271,58
/guest/geo,-106704456,37880100,66
/guest/recommendation,-106704456,375204452,8
/guest/recommendation,-106704456,-1923319007,49
/guest/recommendation,-106704456,648739474,10
/guest/geo,-106704456,1906635203,46
/guest/geo,-106704456,1680152755,50
/guest/geo,-106704456,-18367318,67
/guest/geo,-106704456,919960165,48
/guest/recommendation,-106704456,-1168083599,64
/guest/recommendation,-106704456,-1001877251,49
/guest/geo,-106704456,1906635203,54
/guest/geo,-106704456,37880100,58
/guest/geo,-106704456,37880100,59
/guest/geo,-106704456,-18367318,49
/guest/geo,-106704456,1906635203,55
/guest/recommendation,-106704456,-1001877251,54
/guest/recommendation,-106704456,648739474,9
/guest/recommendation,-106704456,-1168083599,51
/guest/geo,-106704456,-18367318,50
/guest/recommendation,-106704456,-1168083599,70
/guest/geo,-106704456,-2040110948,51
/guest/geo,-106704456,1906635203,53
/guest/geo,-106704456,1906635203,65
/guest/geo,-106704456,1906635203,46
/guest/recommendation,-106704456,648739474,13
/guest/geo,-106704456,1906635203,46
/guest/recommendation,-106704456,-1168083599,59
/guest/geo,-106704456,1906635203,59
/guest/geo,-106704456,-1098953652,62
/guest/geo,-106704456,-468435271,46
/guest/recommendation,-106704456,375204452,16
